NOTES,SENTENCE
,"sentence suspended: 2 YRS PRISON
community service: 50 HRS
other: **07/20/2011 DEFERRED 5 YRS UNSPECIFIED SUPER **03/04/2013 CONVICTED CONCURRENT WITH CF-11-6341 **06/07/2016 BENCH WARRANT ISSUED"
,"sentence suspended: 15 YRS PRISON
other: , EACH COUNT, CONCURRENT WITH EACH OTHER AND CF-10-6620. **06/07/2016 WARRANT ISSUED"
"ORIGINAL OFFENSE: DL2, DRIVING UNDER SUSPENSION / DUS (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: DISMISSED WITH COSTS",
,
,
"ORIGINAL OFFENSE: LP1, OPERATING MV W/O CURRENT LIC PLATE/TAXES DUE STATE/IMPROPER TAG (STATUTE: 47 O.S. 1151(A)(5))
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: SB3, SEAT BELT VIOLATIONS (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: FO1, FOLLOWING TOO CLOSELY (STATUTE: 47 O.S. 11-310(A)(B)(C)(D))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: UUV (STATUTE: 47 O.S. 4 (102))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 2 POSSESSION OF BURGLAR'S IMPLEMENTS (STATUTE: 21 O.S. 1437)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 BURGLARY IN THE SECOND DEGREE (STATUTE: 21 O.S. 1435)
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: DU9, POSSESSION OF A CDS- MARIJUANA (STATUTE: 63 O.S. 2-401-2-420)
ORIGINAL PLEA: GUILTY PLEA",
,"other: DEFERRED UNTIL JANUARY 14, 2022 (2 YR D/S); DEFENDANT SHALL COMPLETE VIP, DAAFU, AND 2 RANDOM UA'S PER MONTH FOR 6 MONTHS,"
,"other: DEFERRED UNTIL JANUARY 14, 2022 (2 YR D/S); DEFENDANT SHALL COMPLETE VIP, DAAFU, AND 2 RANDOM UA'S PER MONTH FOR 6 MONTHS,"
,
"ORIGINAL OFFENSE: DI1M, DRIVING WHILE UNDER THE INFLUENCE/ DRUG (STATUTE: 47 O.S. 11-902(A)(2))
ORIGINAL PLEA: GUILTY PLEA",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: OTHER",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(F), 11-801E)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OBS, OBSTRUCTING AN OFFICER IN THE PERFORMANCE OF HIS OFFICIAL DUTIES (STATUTE: 21 O.S. 540)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DU2II, MANUFACTURING A CDS (METH) SCHD II (STATUTE: 63 O.S. 2-401-2-420)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CHEND, CHILD ENDANGERMENT (STATUTE: 21 O.S. 852.1)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FRC, FALSELY REPORTING A CRIME (STATUTE: 21 O.S. 589A)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OBTAINING MONEY OR PROPERTY BY MEANS OF A FALSE AND BOGUS CHECK (STATUTE: 21 O.S. 1541.1 1541.2)
ORIGINAL PLEA: DISMISSED WITH COSTS",
,
,
"ORIGINAL OFFENSE: SPEEDING 72/55 (STATUTE: O.S. 11-801)
ORIGINAL PLEA: BOND FORFEITED",
,
"ORIGINAL OFFENSE: UNAUTHORIZED USE OF A VEHICLE (STATUTE: 47 O.S. 4-102)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OPERATING A M.V. IN A MANNER NOT REASONABLE NOR PROPER (STATUTE: 47 O.S. 11-801)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: LARCENY OF A MOTOR VEHICLE (STATUTE: 21 O.S. 1720)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: SPEED IN EXCESS OF POSTED MAX. (11-15 OVER LIMIT) (STATUTE: 47 O.S. 11 801)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OPERATING WITHOUT CURRENT INSPECTION STICKER (STATUTE: O.S. 42-851)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
"ORIGINAL OFFENSE: SPEED IN EXCESS OF POSTED MAX. (11-15 OVER LIMIT) (STATUTE: 47 O.S. 11-1401)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
,
"ORIGINAL OFFENSE: CT 1 UTTERING TWO OR MORE BOGUS CHECKS IN THE AMT OF $50 OR MORE (STATUTE: 21 O.S. 1541.3)
ORIGINAL PLEA: DISMISSED WITH COSTS",
,
,
,
Statute: 47 OS 12-417(A),FINE AMOUNT UNSPECIFIED; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
,
,$10.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,FINE AMOUNT UNSPECIFIED; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
Statute: 47 OS 12-417(A),FINE AMOUNT UNSPECIFIED; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
,
Statute: 47 OS 12-417(A),FINE AMOUNT UNSPECIFIED; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,VERIFIED SENTENCE INFORMATION NOT AVAILABLE;
,
,
,
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801A)
ORIGINAL PLEA: BOND FORFEITED",
,
,
,
,
,
,
,
"2016-03-15: FINES PAYABLE TO COUNTY: $ 10.00

2016-03-15: COURT COSTS ON SEAT BELT VIOLATION: $ 10.00; Statute: 47 O.S. 12-417(A)","2016-03-08: TRAFFIC FILING - SEAT BELT - DRIVER NOT WEARING SEAT BELT
2016-03-15: COURT CLERK (TRAFFIC PLEAS) , JUDGE: CASE DISPOSED. CONVICTION.
2016-03-16: ABSTRACT SENT TO D.P.S."
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: GUILTY PLEA",
,other: 1 YR D/S **08/14/2017 OCS MISDEMEANOR PROBATION SUPERVISION PROGRAM CASE CLOSED
"ORIGINAL OFFENSE: OBS, OBSTRUCTING AN OFFICER (STATUTE: 21 O.S. 540)
ORIGINAL PLEA: GUILTY PLEA",
,other: 1 YR D/S **08/14/2017 OCS MISDEMEANOR PROBATION SUPERVISION PROGRAM CASE CLOSED
"ORIGINAL OFFENSE: DISDEC, ACTS RESULTING IN GROSS INJURY (STATUTE: 21 O.S. 22)
ORIGINAL PLEA: GUILTY PLEA",
,"other: 1 YR D/S DRUG AND ALCOHOL EVAL & F-UP, CLEAN UA AT PLEA, COMPLETED 60 HRS CS  **08/14/2017 OCS MISDEMEANOR PROBATION SUPERVISION PROGRAM CASE CLOSED"
,other: 1 YR D/S **08/14/2017 OCS MISDEMEANOR PROBATION SUPERVISION PROGRAM CASE CLOSED
"ORIGINAL OFFENSE: DR1, PUBLIC DRUNK OR INTOXICATION (STATUTE: 37 O.S. 8)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DU9IV, CONTROLLED DRUG SCHEDULE IV *MISDEMEANOR* (NOT USING MV) (STATUTE: 63 O.S. 2-402)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OBTAINING MONEY OR PROPERTY BY MEANS OF A FALSE AND BOGUS CHECK (STATUTE: 21 O.S. 1541.2)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
Statute: 47 OS 11-801a,$5.00 FINE; FEES AMOUNT UNSPECIFIED; $33.72 COSTS;
Statute: 47 OS 11-801a,$20.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
,
,
,
"ORIGINAL OFFENSE: CT 1 OBT MONEY OR PROP BY MEANS OF FALSE&BOGUS CK (STATUTE: 21 O.S. 1541.1&1541.2)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: EDUC, REFUSING AND NEGLECTING TO CAUSE A CHILD UNDER THE AGE OF EIGHTEEN (18) TO ATTEND SCHOOL (STATUTE: 70 O.S. 10-105)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
Statute: 47 O.S. 11-801(B)(C)(F),$75.00 FINE; FEES AMOUNT UNSPECIFIED; $88.00 COSTS;
"ORIGINAL OFFENSE: S21, SPEEDING 21-25 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: SPEEDING 72/55 (STATUTE: O.S. 11 801 A)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: CT 1 DRIVING WHILE UNDER THE INFLUENCE/INTOX LIQUOR (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: CT. 1 VIOLATION OF THE ELDERLY AND INCAPACITED PROGRAM (STATUTE: 21 O.S. 645)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: SPEED IN EXCESS OF POSTED MAX. (11-15 OVER LIMIT) (STATUTE: O.S. 11 801)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 DRIVING WHILE PRIVILEGE REVOKED (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: CT. 3 FAILURE TO CARRY VALID SECURITY VERIFICATION (STATUTE: 47 O.S. 7-602.1)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: SPEED IN EXCESS OF POSTED MAX. (11-15 OVER LIMIT) (STATUTE: 47 O.S. 11 801)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: GRAND LARCENY (STATUTE: 21 O.S. 1704)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FAILURE TO OBEY LAWFUL TRAFFIC CONTROL SIGNS (STATUTE: O.S. 11-201)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: CT 3 POSSESSION OF DRUG PARAPHERNALIA (STATUTE: O.S. 63 2-405)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FAIL TO COMPLY WITH COMPULSORY INSURANCE LAW (STATUTE: O.S. 7-606 A)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: CT. 2 OPERATING A VEH AFTER THE REGIST. DEADLINE W/O PROPER LIC PLATE (STATUTE: 47 O.S. 1151 (9))
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: SPEEDING 70/55 (STATUTE: O.S. 11-801C)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: FOLLOWING TOO CLOSELY (STATUTE: O.S. 11 310 A)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: SPEEDING 45-40 (STATUTE: O.S. 11-801)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: CT 2 DRIVING WHILE PRIVILEGE SUSPENDED (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: TRANSPORTING OPEN CONTAINER (STATUTE: 21 O.S. 1220)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: BURGLARY IN THE SECOND DEGREE (STATUTE: 21 O.S. 1435)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT. 2 ASSAULT AND BATTERY WITH A DANGEROUS WEAPON (STATUTE: 21 O.S. 645)
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: SPEEDING 83/65 (STATUTE: O.S. 11-801)
ORIGINAL PLEA: STATE DECLINED TO FILE CHARGES",
"ORIGINAL OFFENSE: OPERATING MOTOR VEHICLE WITHOUT VALID OPERATORS LICENSE (STATUTE: O.S. 6 303 A)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: CT. 1 DRIVING WHILE PRIVILEGE SUSPENDED (STATUTE: 47 O.S. 6-303 (B))
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: OBTAINING MONEY OR PROPERTY BY MEANS OF A FALSE AND BOGUS CHECK (STATUTE: 21 O.S. 1541.1 1541.2)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: OPERATING A MV IN A MANNER NOT REASONABLE&PROPER (STATUTE: O.S. 11-801)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: FAILURE TO CARRY SEC VERIF FORM (STATUTE: O.S. 7-602.1)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(F), 11-801E)
ORIGINAL PLEA: OTHER",
"ORIGINAL OFFENSE: CT. 4 FAILURE TO WEAR HIS SAFETY BELT WHILE TRAVELING IN A M/VEHICLE (STATUTE: 47 O.S. 12-417)
ORIGINAL PLEA: DISMISSED WITH COSTS",
,
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,"other: DEFT HAVING FAILED TO APPEAR, CASH BOND FORFEITED AS FINE & COSTS."
,
"ORIGINAL OFFENSE: CT #2: TRANSPORTING AN OPEN CONTAINER OF INTOXICATING LIQUOR (STATUTE: O.S. 37 537A (7))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: UNLAWFUL USE OF A LICENSE (STATUTE: 47 O.S. 6-301 A 5)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: CHANGING LANES UNSAFELY (STATUTE: O.S. 11 309.1)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: CT 1 SHOOTING WITH INTENT TO KILL (STATUTE: 21 O.S. 652)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT. 1 CONCEALING EMBEZZLED PROPERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: BURGLARY IN THE SECOND DEGREE (STATUTE: 21 O.S. 1435)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: COUNT 2: FAILURE TO CARRY VALID SECURITY VERIFICATION (STATUTE: 47 O.S. 7-602.1)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FOLLOWING TOO CLOSELY (STATUTE: O.S. 11 310A)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: DL5, UNLICENSED DRIVER - MOTOR VEHICLE (STATUTE: 47 O.S. 6-303(A))
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: COUNT 1: POSSESSION OF A SAWED OFF SHOTGUN AFC (1) FELONY (STATUTE: 21 O.S. 1289.18 A)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 FORGERY IN THE SECOND DEGREE (STATUTE: 21 O.S. 1592)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DRIVING WHILE UNDER THE INFLUENCE OF INTOXICATING LIQUOR AFCF (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT. 7 CONCEALING EMBEZZLED PROPERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 DRIVING WHILE UNDER THE INFLUENCE/INTOX LIQUOR (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DRIVING WHILE UNDER THE INFLUENCE OF INTOXICATING LIQUOR AFCF (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: COUNT 2: FAILURE TO CARRY VALID SECURITY VERIFICATION (STATUTE: 47 O.S. 7-602.1)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FAILURE TO CARRY SECURITY VERIFICATION FORM (STATUTE: O.S. 7-602.1)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: CT. 5 CONCEALING EMBEZZLED PROPERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT #1: DRIVING WHILE UNDER THE INFLUENCE OF AN INTOXICATING LIQUOR (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: COUNT 1: DRIVING WHILE PRIVILEGE SUSPENDED (STATUTE: 47 O.S. 6-303 B)
ORIGINAL PLEA: GUILTY PLEA",
,
,
"ORIGINAL OFFENSE: 01 - 10 OVER POSTED MAXIMUM (STATUTE: O.S. 11 801)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 OBT MONEY OR PROP BY MEANS OF A FALSE&BOGUS CK (STATUTE: 21 O.S. 1651.1&1651.2)
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: CT. 3 CONCEALING EMBEZZLED PROPERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 DRIVING WHILE PRIVILEGE SUSPENDED (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
,
"ORIGINAL OFFENSE: CT. 8 CONCEALING EMBEZZLED PROPERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: INCURRING FORFEITURE OF BAIL AFC (1) FELONY (STATUTE: O.S. 59 1335)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: COUNT 1: DRIVING WHILE UNDER THE INFLUENCE OF INTOXICATING LIQUOR (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 2 DRIVING WHILE PRIVILEGE SUSPENDED (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT. 2 DESTROYING EVIDENCE (STATUTE: 21 O.S. 454)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FAIL TO CARRY SEC VERIF FORM (STATUTE: O.S. 7 602.1)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: CT 3 ASSAULT WITH A DANGEROUS WEAPON (STATUTE: 21 O.S. 652)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: CT 2 ASSAULT AND BATTERY WITH A DEADLY WEAPON (STATUTE: 21 O.S. 652)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: SPEEDING 65-55 (STATUTE: O.S. 11-801)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: CT. 2 CONCEALING EMBEZZLED PROPERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT. 6 CONCEALING EMBEZZLED PROPERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: IMPROPERLY LEAVING VEHICLE UNATTENDED (STATUTE: O.S. 11-1001A)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: CT. 4 CONCEALING EMBEZZLED PROPERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: COUNT 2: POSSESSION OF A FIREARM AFC (1) FELONY (STATUTE: 21 O.S. 1283)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT. 1 POSSESSION OF A CONTROLLED DANGEROUS SUBSTANCE (STATUTE: O.S. 63 2-402)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: COUNT 3: DRIVING WHILE PRIVILEGE SUSPENDED (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 2 DRIVING WHILE PRIVILEGE REVOKED AFCF (STATUTE: 47 O.S. 6-303 B)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 FORGERY IN THE SECOND DEGREE (STATUTE: 21 O.S. 1592)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 4 FAILURE TO CARRY VALID SECUIRTY VERFICATION AFCF (STATUTE: 47 O.S. 7-602.1)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: NO SEAT BELT (STATUTE: O.S. 12 417)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: RECKLESS DRIVING (STATUTE: O.S. 11 901)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: CT 4 ASSAULT AND BATTERY (STATUTE: 21 O.S. 642)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: COUNT 3: TRANSPORTATION OF AN OPEN CONTAINER OF INTOXICATING LIQUOR (STATUTE: O.S. 37 537 A 7)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT. 3 POSSESSION OF A CONTROLLED DANGEROUS SUBSTANCE (STATUTE: O.S. 63 2-402)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FAILURE TO PROPERLY WEAR SAFETY BELT (STATUTE: O.S. 12 417)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: SPEEDING 65/55 SP 9 (STATUTE: O.S. 11 801)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: SB3, SEAT BELT VIOLATIONS (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 DRIVING WHILE UNDER THE INFLUENCE OF INTOXICATING LIQUOR AFCF (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 3 UNLAWFUL TRANSPORTATION OF NON-INTOXICATING BEVERAGE AFCF (STATUTE: 21 O.S. 1220)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: CHANGING LANES UNSAFELY (STATUTE: O.S. 11 309)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: FAILURE TO CARRY VALID SECURITY VERIFICATION FORM (STATUTE: O.S. 7-602.1)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: 01 - 10 OVER POSTED MAXIMUM (STATUTE: 47 O.S. 11-1401I)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: FAILURE TO COMPLY WITH WITH COMP. INSURANCE LAW (STATUTE: O.S. 7606 A)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: CHANGING LANES UNSAFELY (STATUTE: O.S. 11-309)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: RECKLESS DRIVING (STATUTE: 47 O.S. 11901)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FAIL TO CARRY SEC. VER. FORM (STATUTE: O.S. 7 602)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FOLLOWING TO CLOSELY (STATUTE: O.S. 11 310 A)
ORIGINAL PLEA: STATE DECLINED TO FILE CHARGES",
,
"ORIGINAL OFFENSE: NO VALID PROOF INSURANCE VERIFICATION (STATUTE: O.S. 7 602.1)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FAILURE TO CARRY VALID SECURITY VERIFICATION FORM (STATUTE: O.S. 7 602.1)
ORIGINAL PLEA: DISMISSED WITH COSTS",
,
"ORIGINAL OFFENSE: SPEEDING 75-55 (STATUTE: O.S. 11 801 C)
ORIGINAL PLEA: STATE DECLINED TO FILE CHARGES",
"ORIGINAL OFFENSE: OPERATING A MOTOR VEHICLE WITHOUT A CURRENT INSPECTION STICKER (STATUTE: O.S. 70 851)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: NOT WEARING SEATBELT (CAR) (STATUTE: 47 O.S. 12 417)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: FAIL TO COMPLY WITH COMPULSORY INS LAW (STATUTE: O.S. 7-606 A)
ORIGINAL PLEA: DISMISSED WITH COSTS",
,
"ORIGINAL OFFENSE: OPERATING WITHOUT BEING LICENSED (EXPIRED) (STATUTE: O.S. 6 303 A)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: FAILURE TO WEAR SEAT BELT PROPERLY (STATUTE: O.S. 12 417)
ORIGINAL PLEA: GUILTY PLEA",
Statute: 47 OS 6-303(B),$214.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
"ORIGINAL OFFENSE: S26, SPEEDING 26-30 MPH&OVER (STATUTE: 47 O.S. 11-801(A))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: LP1, OPERATING MV W/O CURRENT LIC PLATE/TAXES DUE STATE/IMPROPER TAG (STATUTE: 47 O.S. 1151(A)(5))
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: DL5, OPERATING MV WITHOUT BEING LICENSED OR WITH EXPIRED DL (STATUTE: 47 O.S. 6-101(A)(D), 6-303(A))
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: ST2, FAIL TO STOP FOR RED LIGHT (STATUTE: 47 O.S. 11-202)
ORIGINAL PLEA: GUILTY PLEA",
